ml_name,side_effects,db_name
Nortriptyline,"['nausea', 'drowsiness', 'weakness', 'tiredness', 'excitement', 'anxiety', 'nightmares', 'dry mouth', 'changes in appetite', 'changes in weight', 'constipation', 'difficulty urinating', 'frequent urination', 'changes in sex drive', 'changes in sex ability', 'excessive sweating', 'jaw muscle spasms', 'neck muscle spasms', 'back muscle spasms', 'slow speech', 'difficult speech', 'shuffling walk', 'uncontrollable shaking of a part of the body', 'fever', 'difficulty breathing', 'difficulty swallowing', 'rash', 'yellowing of the skin', 'yellowing of the eyes', 'irregular heartbeat']",Nortriptyline
Nilutamide,"['constipation', 'dizziness', 'hot flashes', 'visual changes', 'yellowing of the skin', 'yellowing of the eyes', 'nausea', 'vomiting', 'stomach pain', 'pain in the upper right part of the stomach', 'extreme tiredness', 'loss of appetite', 'flu-like symptoms', 'dark urine']",Nilutamide
Avacopan,"['nausea', 'vomiting', 'diarrhea', 'stomach pain', 'headache', 'dizziness', 'numbness in the fingers', 'numbness in the toes', 'tingling in the fingers', 'tingling in the toes', 'tiredness', 'rash', 'shortness of breath', 'difficulty breathing', 'difficulty swallowing', 'swelling of your face', 'swelling of your tongue', 'swelling of your throat', 'sweating', 'chest pain', 'lightheadedness', 'fainting', 'hives', 'itching', 'yellowing of skin', 'yellowing of eyes', 'pain in right upper stomach area', 'discomfort in right upper stomach area', 'fatigue', 'loss of appetite', 'bleeding more easily than normal', 'bruising more easily than normal', 'dark urine', 'sore throat', 'fever', 'chills', 'cough', 'earache', 'headache', 'muscle aches', 'signs of infection', 'warm skin', 'red skin', 'painful skin', 'sores on the skin', 'sores in the mouth', 'sores in the throat', 'frequent urination', 'painful urination', 'burning feeling during urination']",Avacopan
Ensartinib,"['muscle pain', 'joint pain', 'constipation', 'tiredness', 'swelling of the hands', 'swelling of the feet', 'swelling of the legs', 'shortness of breath', 'chest pain', 'cough', 'fever', 'excessive tiredness', 'decreased appetite', 'nausea', 'vomiting', 'pain in the right upper part of the stomach', 'dark urine', 'itching', 'rash', 'itching of the skin', 'swelling of the skin', 'slow heartbeat', 'irregular heartbeat', 'dizziness', 'fainting', 'feeling hungry', 'feeling thirsty', 'increased urination', 'nausea', 'tiredness', 'confusion', 'unexplained muscle pain', 'unexplained muscle tenderness', 'unexplained muscle weakness', 'red joints', 'hot joints', 'tender joints', 'swollen joints', 'nausea', 'vomiting', 'pain in your abdomen', 'pain in your sides', 'pink urine', 'brown urine']",Ensartinib
Nimodipine,"['headache', 'diarrhea', 'nausea', 'muscle pain', 'rash', 'dizziness', 'lightheadedness', 'slow heartbeat', 'fast heartbeat', 'swelling of the arms', 'swelling of the hands', 'swelling of the feet', 'swelling of the legs']",Nimodipine
Palbociclib,"['nausea', 'diarrhea', 'vomiting', 'decreased appetite', 'changes in taste', 'tiredness', 'sores on the lips', 'sores on the mouth', 'sores on the throat', 'unusual hair thinning', 'hair loss', 'dry skin', 'rash', 'eye tearing', 'blurred vision', 'dry eye', 'fever', 'chills', 'signs of infection', 'difficulty breathing', 'shortness of breath', 'cough with mucus', 'cough without mucus', 'chest pain', 'dizziness', 'fast heartbeat', 'irregular heartbeat', 'pounding heartbeat', 'weakness', 'unusual bleeding', 'unusual bruising', 'nosebleeds', 'redness on the palms of the hands', 'redness on the soles of the feet', 'pain on the palms of the hands', 'pain on the soles of the feet', 'swelling on the palms of the hands', 'swelling on the soles of the feet', 'blisters on the palms of the hands', 'blisters on the soles of the feet', 'skin blistering', 'skin peeling', 'skin redness']",Palbociclib
Meperidine,"['nausea', 'vomiting', 'sweating', 'decreased sexual desire', 'inability to get an erection', 'inability to keep an erection', 'agitation', 'hallucinations', 'fever', 'sweating', 'confusion', 'fast heartbeat', 'shivering', 'severe muscle stiffness', 'severe muscle twitching', 'loss of coordination', 'nausea', 'vomiting', 'diarrhea', 'nausea', 'vomiting', 'loss of appetite', 'weakness', 'dizziness', 'seizures', 'chest pain', 'change in heartbeat', 'new pain', 'pain from touch', 'pain from doing ordinary tasks such as combing your hair', 'unusual snoring', 'long pauses during breaths during sleep', 'difficulty swallowing', 'regurgitation', 'pain in the chest area', 'extreme drowsiness', 'rash', 'hives', 'itching', 'swelling of your face', 'swelling of your tongue', 'swelling of your throat']",Meperidine
Lubiprostone,"['nausea', 'stomach pain', 'stomach bloating', 'gas', 'vomiting', 'heartburn', 'headache', 'dizziness', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'chest discomfort', 'tiredness', 'severe diarrhea', 'shortness of breath', 'difficulty taking in a breath', 'chest tightness', 'fainting', 'lightheadedness', 'rash', 'swelling of the face', 'swelling of the lips', 'swelling of the mouth', 'swelling of the tongue', 'swelling of the throat', 'throat tightness']",Lubiprostone
Lindane,"['skin rash', 'itching skin', 'burning skin', 'dry skin', 'numbness of the skin', 'tingling of the skin', 'hair loss', 'headache', 'dizziness', 'drowsiness', 'shaking of your body that you cannot control', 'seizures']",Lindane
Ampicillin,"['diarrhea', 'nausea', 'vomiting', 'rash', 'itching', 'hives', 'difficulty breathing', 'difficulty swallowing', 'wheezing', 'severe diarrhea', 'watery stools', 'bloody stools', 'fever', 'stomach cramps', 'return of fever', 'cough', 'sore throat', 'chills', 'signs of infection']",Ampicillin
Phenelzine,"['drowsiness', 'weakness', 'dizziness', 'dry mouth', 'constipation', 'weight gain', 'decreased sexual ability', 'uncontrollable shaking of any part of the body', 'muscle twitching', 'muscle jerking', 'headache', 'slow heartbeat', 'fast heartbeat', 'pounding heartbeat', 'neck stiffness', 'neck soreness', 'chest pain', 'nausea', 'vomiting', 'sweating', 'wide pupils', 'eyes more sensitive to light than usual', 'swelling of face', 'swelling of throat', 'swelling of arms', 'swelling of hands', 'swelling of feet', 'swelling of ankles', 'swelling of lower legs', 'difficulty breathing', 'difficulty swallowing', 'yellowing of the skin', 'yellowing of the eyes']",Phenelzine
Desvenlafaxine,"['constipation', 'loss of appetite', 'difficulty falling asleep', 'difficulty staying asleep', 'sweating', 'decreased sex drive in males', 'inability to get an erection', 'inability to keep an erection', 'delayed ejaculation', 'absent ejaculation', 'decreased sex drive in females', 'delayed orgasm', 'unable to have an orgasm', 'rash', 'hives', 'difficulty swallowing', 'difficulty breathing', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'swelling of the eyes', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'fast heartbeat', 'chest pain', 'arm pain', 'back pain', 'neck pain', 'jaw pain', 'coma', 'loss of consciousness', 'seizures', 'fever', 'sweating', 'confusion', 'fast heartbeat', 'irregular heartbeat', 'severe muscle stiffness', 'muscle twitching', 'agitation', 'hallucinations', 'loss of coordination', 'nausea', 'vomiting', 'diarrhea', 'unusual bleeding', 'unusual bruising', 'headache', 'unsteadiness', 'problems with thinking', 'problems with concentration', 'problems with memory', 'fainting']",Desvenlafaxine
Nebivolol,"['headache', 'tiredness', 'weakness', 'dizziness', 'nausea', 'diarrhea', 'stomach pain', 'difficulty falling asleep', 'difficulty staying asleep', 'numbness in the hands', 'numbness in the arms', 'numbness in the feet', 'numbness in the legs', 'burning in the hands', 'burning in the arms', 'burning in the feet', 'burning in the legs', 'tingling in the hands', 'tingling in the arms', 'tingling in the feet', 'tingling in the legs', 'chest pain', 'slow heart rate', 'difficulty breathing', 'unusual weight gain', 'shortness of breath', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'rapid heartbeat', 'pounding heartbeat', 'irregular heartbeat', 'vomiting']",Nebivolol
Naltrexone,"['nausea', 'vomiting', 'stomach pain', 'stomach cramping', 'diarrhea', 'constipation', 'loss of appetite', 'headache', 'dizziness', 'anxiety', 'nervousness', 'irritability', 'tearfulness', 'difficulty falling asleep', 'difficulty staying asleep', 'increased energy', 'decreased energy', 'drowsiness', 'muscle pain', 'joint pain', 'rash', 'confusion', 'hallucinations', 'blurred vision', 'severe vomiting', 'severe diarrhea']",Naltrexone
Tapentadol,"['headache', 'heartburn', 'stomach pain', 'dry mouth', 'excessive tiredness', 'anxiety', 'drowsiness', 'difficulty falling asleep', 'difficulty staying asleep', 'abnormal dreams', 'irritability', 'sudden feeling of warmth', 'seizures', 'agitation', 'hallucinations', 'fever', 'sweating', 'confusion', 'fast heartbeat', 'shivering', 'severe muscle stiffness', 'severe muscle twitching', 'loss of coordination', 'diarrhea', 'nausea', 'vomiting', 'loss of appetite', 'weakness', 'dizziness', 'inability to get an erection', 'inability to keep an erection', 'irregular menstruation', 'decreased sexual desire', 'rash', 'itching', 'hives', 'swelling of the eyes', 'swelling of the face', 'swelling of the lips', 'swelling of the tongue', 'swelling of the throat', 'hoarseness', 'difficulty breathing', 'difficulty swallowing', 'chest pain', 'feeling lightheaded when you change positions', 'feeling faint', 'loss of consciousness', 'feeling overheated', 'heavy sweating', 'worsening pain', 'increased sensitivity to pain', 'new pain']",Tapentadol
Valsartan,"['headache', 'excessive tiredness', 'nausea', 'diarrhea', 'stomach pain', 'back pain', 'joint pain', 'blurry vision', 'cough', 'rash', 'swelling of the face', 'swelling of the throat', 'swelling of the tongue', 'swelling of the lips', 'swelling of the eyes', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'hoarseness', 'difficulty breathing', 'difficulty swallowing', 'unexplained weight gain']",Valsartan
Methadone,"['headache', 'nausea', 'vomiting', 'sweating', 'decreased sexual desire', 'inability to get an erection', 'inability to keep an erection', 'seizures', 'rash', 'hives', 'itching', 'hoarseness', 'difficulty breathing', 'difficulty swallowing', 'swelling of the face', 'swelling of the mouth', 'swelling of the tongue', 'swelling of the throat', 'extreme drowsiness', 'agitation', 'hallucinations', 'fever', 'sweating', 'confusion', 'fast heartbeat', 'shivering', 'severe muscle stiffness', 'severe muscle twitching', 'loss of coordination', 'diarrhea', 'nausea', 'vomiting', 'loss of appetite', 'weakness', 'dizziness', 'new pain', 'pain from touch', 'pain from doing ordinary tasks', 'difficulty swallowing', 'regurgitation', 'pain in the chest area', 'chest pain', 'changes in heartbeat', 'unusual snoring', 'long pauses during breaths during sleep']",Methadone
Dronedarone,"['diarrhea', 'heartburn', 'weakness', 'rash', 'redness', 'shortness of breath', 'difficulty swallowing', 'difficulty breathing', 'wheezing', 'chest tightness', 'dry cough', 'coughing up frothy mucus', 'difficulty sleeping due to breathing problems', 'need to prop yourself up with extra pillows in order to breathe at night', 'weight gain in a short period of time', 'swelling of the eyes', 'swelling of the face', 'swelling of the lips', 'swelling of the throat', 'swelling of the hands', 'swelling of the feet', 'swelling of the legs', 'slowed heartbeat', 'fainting', 'fever', 'flu-like symptoms', 'yellowing of the skin', 'yellowing of the eyes', 'itching', 'unusual bruising', 'unusual bleeding', 'nausea', 'vomiting', 'loss of appetite', 'pain in the upper right part of the stomach', 'tiredness', 'lack of energy', 'unusual darkening of the urine', 'light colored stools', 'sudden severe headache', 'sudden complete loss of vision', 'sudden partial loss of vision', 'weakness of an arm', 'weakness of a leg', 'numbness of an arm', 'numbness of a leg', 'difficulty thinking clearly', 'difficulty remembering', 'difficulty learning new things']",Dronedarone
Cetirizine,"['drowsiness', 'excessive tiredness', 'dry mouth', 'rash', 'difficulty breathing', 'difficulty swallowing']",Cetirizine
Sulfadiazine,"['diarrhea', 'upset stomach', 'loss of appetite', 'dizziness', 'rash', 'skin changes', 'sore throat', 'fever', 'headache', 'joint aches', 'muscle aches', 'yellowing of the skin', 'yellowing of the eyes', 'swelling of the lips', 'swelling of the tongue', 'swallowing problems', 'tiredness', 'weakness', 'blood in urine', 'difficulty breathing', 'unusual bleeding', 'unusual bruising', 'ringing in ears']",Sulfadiazine
Abiraterone,"['joint swelling', 'joint pain', 'groin pain', 'hot flashes', 'diarrhea', 'constipation', 'heartburn', 'cough', 'sore throat', 'stuffy nose', 'runny nose', 'difficulty falling asleep', 'difficulty staying asleep', 'dizziness', 'feeling faint', 'feeling lightheaded', 'headache', 'confusion', 'fast heartbeats', 'irregular heartbeats', 'muscle weakness', 'muscle aches', 'leg pain', 'swelling of the hands', 'swelling of the feet', 'swelling of the ankles', 'swelling of the lower legs', 'shortness of breath', 'rash', 'hives', 'itching', 'difficulty breathing', 'difficulty swallowing', 'swelling of the face', 'swelling of the lips', 'swelling of the tongue', 'swelling of the throat', 'unusual bruising', 'unusual bleeding', 'yellowing of the skin', 'yellowing of the eyes', 'nausea', 'vomiting', 'loss of appetite', 'extreme tiredness', 'lack of energy', 'dark urine', 'pain in the upper right part of the stomach', 'fever', 'blood in urine', 'difficult urination', 'painful urination', 'frequent urination', 'falling', 'bone fracture']",Abiraterone
Brigatinib,"['nausea', 'diarrhea', 'vomiting', 'constipation', 'tiredness', 'rash', 'headache', 'numbness in the feet', 'numbness in the hands', 'pain in the feet', 'pain in the hands', 'tingling in the feet', 'tingling in the hands', 'burning feeling in the feet', 'burning feeling in the hands', 'back pain', 'joint pain', 'loss of appetite', 'difficulty falling asleep', 'difficulty staying asleep', 'shortness of breath', 'difficulty breathing', 'chest pain', 'cough with mucus', 'cough without mucus', 'fever', 'headache', 'dizziness', 'lightheadedness', 'feeling faint', 'blurred vision', 'double vision', 'seeing flashes of light', 'light hurting your eyes', 'seeing floaters', 'seeing small specks', 'extreme thirst', 'frequent urination', 'extreme hunger', 'blurred vision', 'weakness', 'upper stomach pain that may spread to the back', 'upper stomach pain that may get worse with eating', 'weight loss', 'nausea', 'slow heartbeat', 'irregular heartbeat', 'muscle pain', 'muscle spasms', 'muscle tenderness', 'muscle weakness']",Brigatinib
